151635 ,СМЕТАНА ,нет ,кафе , "город  Москва ,  улица  Егора  Абакумова ,  дом  9 " ,48
69538 ,Ваби-Саби ,да ,кафе , "город  Москва ,  Комсомольский  проспект ,  дом  21/10 " ,45
69539 ,Шоколадница ,да ,кафе , "город  Москва ,  Комсомольский  проспект ,  дом  21/10 " ,41
120271 ,Кофемания ,да ,кафе , "город  Москва ,  Комсомольский  проспект ,  дом  21/10 " ,45
129986 ,Шоколадница ,да ,кафе , "город  Москва ,  Комсомольский  проспект ,  дом  29 " ,92
152316 ,Кафе ,нет ,кафе , "город  Москва ,  улица  Конёнкова ,  дом  14 " ,120
23519 ,Хачмас ,нет ,кафе , "город  Москва ,  улица  Коновалова ,  дом  16А " ,35
58470 ,Простые  Вещи ,да ,кафе , "город  Москва ,  Конюшковская  улица ,  дом  32 " ,45
24399 ,KoпTeam ,нет ,кафе , "город  Москва ,  Коптевская  улица ,  дом  22 " ,40
24434 ,Кафе  «ГАНЕШ» ,нет ,кафе , "город  Москва ,  улица  Академика  Королёва ,  дом  3 " ,40
22885 ,Кафе  «Петтина» ,нет ,кафе , "город  Москва ,  улица  Космонавтов ,  дом  2 " ,40
25231 ,НАСЛЕДИЕ ,нет ,кафе , "город  Москва ,  улица  Космонавтов ,  дом  2 " ,54
25239 ,Кафе  «ФарФале» ,нет ,кафе , "город  Москва ,  улица  Космонавтов ,  дом  12 " ,48
24415 ,Спортбар  №1 ,нет ,кафе , "город  Москва ,  улица  Костякова ,  дом  6/5 " ,40
71531 ,Илларион ,нет ,кафе , "город  Москва ,  улица  Косыгина ,  дом  5 " ,46
19882 ,Кафе  «Чайхана  Тапчан» ,да ,кафе , "город  Москва ,  улица  Коштоянца ,  дом  1/83 " ,102
24270 ,Кафе  «Мишель» ,нет ,кафе , "город  Москва ,  улица  Красная  Пресня ,  дом  11 " ,80
154375 ,Кафе  «Пицца  бар» ,нет ,кафе , "город  Москва ,  улица  Красная  Пресня ,  дом  29 " ,25
151875 ,Кафе  «Brooklyn  burgers» ,нет ,кафе , "город  Москва ,  улица  Красная  Пресня ,  дом  29 " ,20
152459 ,Бистро ,нет ,кафе , "город  Москва ,  Краснопрудная  улица ,  дом  1 " ,60
22421 ,Шоколадница ,да ,кафе , "город  Москва ,  Краснопрудная  улица ,  дом  3-5 ,  строение  1 " ,40
22418 ,Восточная  сказка ,нет ,кафе , "город  Москва ,  Краснопрудная  улица ,  дом  7-9 " ,44
22414 ,Старый  Чинар ,нет ,кафе , "город  Москва ,  Краснопрудная  улица ,  дом  22-24 " ,44
84317 ,Штолле ,да ,кафе , "город  Москва ,  Краснопрудная  улица ,  дом  22-24 " ,35
22440 ,Шоколадница ,да ,кафе , "город  Москва ,  Краснопрудная  улица ,  дом  26 " ,45
157035 ,Кофе  с  собой ,да ,кафетерий , "город  Москва ,  Краснохолмская  набережная ,  дом  13 ,  строение  1 " ,0
135721 ,ВСТРЕЧА ,нет ,кафе , "город  Москва ,  улица  Кржижановского ,  дом  1/19 " ,80
156169 ,Огни  Востока ,нет ,кафе , "город  Москва ,  Кронштадтский  бульвар ,  дом  15 ,  корпус  1 " ,70
21795 ,Шоколадница ,да ,кафе , "город  Москва ,  Гоголевский  бульвар ,  дом  3 " ,49
69232 ,Теремок ,да ,кафе , "город  Москва ,  Гоголевский  бульвар ,  дом  3 " ,16
148956 ,КУ  КА  Буфет  домашней  еды ,нет ,кафе , "город  Москва ,  улица  Пречистенка ,  дом  31/16 " ,25
20726 ,Кружка ,да ,кафе , "город  Москва ,  3-й  Крутицкий  переулок ,  дом  13 " ,110
144114 ,Андерсон ,да ,кафе , "город  Москва ,  Кусковская  улица ,  дом  47 " ,42
143564 , "КАФЕ-БУТИК  POSH  UP ,  BABE " ,нет ,кафе , "город  Москва ,  Кутузовский  проспект ,  дом  8 " ,12
69884 ,КОФЕМАНИЯ ,да ,кафе , "город  Москва ,  Кутузовский  проспект ,  дом  17 " ,60
23984 ,ПИОН ,нет ,кафе , "город  Москва ,  Кутузовский  проспект ,  дом  21 " ,40
21780 ,КОФЕ  ХАУС.  ЭКСПРЕССО  И  КАПУЧИНО  БАР ,да ,кафе , "город  Москва ,  Кутузовский  проспект ,  дом  30 " ,50
25672 ,Кафетерий ,нет ,кафетерий , "город  Москва ,  Лазаревский  переулок ,  дом  4 " ,6
135634 ,ФорТутти ,нет ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  2 " ,23
25749 ,Папа  Джонс ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  10 " ,56
25526 ,Шоколадница ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  12 " ,65
24359 ,Ваби-Саби ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  12 " ,48
154663 ,Хлеб&Co ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  24 " ,16
25469 ,Москафе ,нет ,ресторан , "город  Москва ,  Ленинградский  проспект ,  дом  24 " ,70
25720 ,Кафе  Хинкальная ,нет ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  33 ,  корпус  3 " ,28
155931 ,AL33  Пиццерия  Бар  Ботега ,нет ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  33 ,  корпус  4 " ,45
25606 ,Кофе-Бин ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  56 " ,41
143379 ,Crema  espresso  bar ,нет ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  60 ,  корпус  1 " ,2
125031 ,Штолле ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  62 " ,37
81474 ,Кофе  Хаус ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  62 " ,48
99299 ,Французская  выпечка ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  62 " ,26
141395 ,Французская  выпечка ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  74 ,  корпус  1 " ,4
100556 ,Кофе  Хаус ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  74 ,  корпус  1 " ,98
22693 ,Шоколадница ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  74 ,  корпус  1 " ,98
73830 ,Французская  выпечка ,да ,кафе , "город  Москва ,  Ленинградский  проспект ,  дом  78 ,  корпус  1 " ,6
82871 ,Вилдшвайн ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  8 ,  корпус  2 " ,39
25193 ,Пиво  есть ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  9 ,  корпус  1 " ,20
151422 ,Чайхона  Лаззат ,нет ,кафе , "город  Москва ,  Ленинградское  шоссе ,  дом  44 " ,48
24114 ,Кафе  Дяди  Сэма ,нет ,кафе , "город  Москва ,  улица  Зацепский  Вал ,  дом  5 " ,99
24112 ,кафе  Аэробар  при  Павелецком  вокзале ,нет ,кафе , "город  Москва ,  Павелецкая  площадь ,  дом  1 " ,46
124468 ,Чайхона  АЙВА ,нет ,кафе , "город  Москва ,  Павелецкая  площадь ,  дом  1 " ,60
133481 ,Кафе  Ферганское ,нет ,кафе , "город  Москва ,  Павелецкая  площадь ,  дом  1 " ,67
149218 ,Общественное  питание ,нет ,кафе , "город  Москва ,  Павелецкая  площадь ,  дом  1 " ,40
149220 ,Кофейня  «Кофе  Хаус» ,да ,кафе , "город  Москва ,  Павелецкая  площадь ,  дом  1А ,  строение  1 " ,0
149205 ,Общественное  питание ,нет ,кафе , "город  Москва ,  Павелецкая  площадь ,  дом  1 " ,35
149131 ,Общественное  питание ,нет ,кафе , "город  Москва ,  Павелецкая  площадь ,  дом  1 " ,39
22636 ,Де  Марко ,да ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  13 " ,120
70724 ,Кафетерий  «Итальянская  кондитерская» ,нет ,кафетерий , "город  Москва ,  Ленинский  проспект ,  дом  37 " ,12
134332 ,Кофейня  «Шоколадница» ,да ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  37А " ,43
26678 ,Шоколадница ,да ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  68/10 " ,68
26290 ,Иль-патио ,да ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  68/10 " ,88
156524 ,Азбука  Вкуса ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  82/2 " ,10
156525 ,Азбука  Вкуса ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  91 " ,10
58505 ,Черетто ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  95 " ,75
23925 ,Рика ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  99 " ,36
83265 ,Мюнгер ,да ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  99 " ,22
93507 ,Кафе  «Башлам» ,нет ,кафе , "город  Москва ,  Ленинский  проспект ,  дом  148 " ,50
